,artist
1284,Пауло Коэльо
1285,Rita Lee & Gilberto Gil
1286,Esquimós
1287,Riokan
1288,Mark F
1289,Ator Morto
1290,Luana Camarah
1291,Brazilian Jazz Quartet
1292,Lulo
1293,Passo Torto e Ná Ozzetti
1294,DJ THIAGO MENDES
1295,Asterisco Zero
1296,Laura Petit
1297,Latin Vibe
1298,Andriix
1299,Fanieh
1300,Trio Surdina
1301,Bêca Arruda
1302,Bombay Groovy
1303,Chico Lobo
1304,Marília Pêra
1305,Trino
1306,Cervelet
1307,Gritos de Paz
1308,Escambau
1309,todos os caetanos do mundo
1310,Maxime
1311,Christian & Cristiano
1312,Elis Regina E Jair Rodrigues
1313,Maju Shanii
1314,Sérgio Mallandro
1315,The Gates are Broken
1316,Amanda Acosta
1317,Vitor Colares
1318,Eddie Man
1319,Thais Bonizzi
1320,dj jn
1321,Tiago Frúgoli Ensemble
1322,Baia & Rockboys
1323,Arthur Joly
1324,Sacassaia
1325,Walter Queiroz
1326,Marujos
1327,Benjamin Existe
1328,Samba De Fato
1329,DJ Renan
1330,In Vida
1331,Dedé Santaklaus
1332,Gabrielzinho do Irajá
1333,DuBrazilis
1334,Civil
1335,Jovem Guarda
1336,Sepultura & Les Tambours du Bronx
1337,Mono4
1338,Bola de fogo e as foguentas
1339,Windows 96 & Gavriel
1340,Gui Hargreaves
1341,Guri Assis Brasil
1342,Tricatel Inc.
1343,Rafael Furtado
1344,Alex Góes
1345,Céu de Vênus
1346,Deny e Dino
1347,Plutăo Já Foi Planeta
1348,Ambitious Lovers
1349,Marcelo Jeneci e Tulipa Ruiz
1350,Milton Nascimento & Lô Borges
1351,Dark Mc
1352,Jacintho
1353,Sou Muleke
1354,Conjunto Nosso Samba
1355,Jhimmy Feiches
1356,Pancadeixxon
1357,Joe Pass & Paulinho da Costa
1358,Roberto Paiva
1359,New Model
1360,MathGabe
1361,Invader Space
1362,Mandrake Som
1363,Paes
1364,Kunumi MC
1365,Cafe Republica
1366,Priscila Brenner
1367,Beatles 'n' Choro
1368,Senomar
1369,Gali Galó
1370,Banda Fruta Quente
1371,Lucas Abate
1372,Marcus Menna
1373,Reviere
1374,Godasadog
1375,Tatiana Parra & Andrés Beeuwsaert
1376,Paulo Moura e os batutas ( Pixinguinha )
1377,Tine
1378,Hugo Mariutti
1379,La Vania
1380,Banda Luxúria
1381,Batucada Tamarindo
1382,Waleska
1383,Elis regina & Toots Thielemans
1384,Panchasila
1385,Alberto Rosenblit
1386,Elizabeth Viana
1387,Os Maccacos
1388,Chico Chagas
1389,Posse Mente Zulu
1390,DJ Henrique De São Mateus
1391,ATTOOXXÁ
1392,Alo Som
1393,Rebeca Matta
1394,Bocato
1395,Powered Djs
1396,Nauí
1397,Trio Pé de Serra
1398,カルロス・トシキ & オメガトライブ
1399,Renato Andrade
1400,Joe Pass and Paulinho Da Costa
1401,Zeli
1402,Renata Gebara
1403,MC Jhowzinho
1404,Shower curtain
1405,Martiataka
1406,Regional Vermelho E Branco
1407,Dienis
1408,Inherence
1409,Nicola Conte Presents Rosalia
1410,Evandro do Bandolim
1411,Píncaro
1412,Raphael Bertazi
1413,Vinicius Bertozzi
1414,Manu Santos
1415,Chico Science e Nacão Zumbi
1416,O Mandrake
1417,Riko Viana
1418,Agência Zanna
1419,Grupo Tróia
1420,Alexandre Andrés
1421,Bicho-grilo
1422,Coral e Orquestra Musika
1423,Lia Kapp
1424,Miranda Kassin
1425,Daniel Villares
1426,FingerFingerrr
1427,Luizinho Andanças
1428,Daniel Murray
1429,Orquestra Sinfônica Brasileira
1430,The Zasters
1431,Thievery Corporation Feat. Patrick de Santos
1432,Léo Maia
1433,Conjunto Som 4
1434,Othersame
1435,Somba
1436,The Charque Side Of The Moon
1437,Carlos Maltz
1438,banda 69
1439,MC Super Shock
1440,Mc Caio Kazzi
1441,Mr Bongo
1442,Mario Zan
1443,Cibelle & Devendra Banhart
1444,George Israel
1445,Stan Getz & Joao Gilberto feat. Antonio Carlos Jobim
1446,Gera Samba
1447,Godcore
1448,DJ Silvério
1449,Denise Assunção
1450,Breno Sauer Quarteto
1451,Palinoia
1452,Red Boots
1453,Quintessência
1454,Silvio Cesar And Meirelles
1455,Passoca
1456,Denilson Félix sanfoneiro
1457,MC JR OFICIAL
1458,Consuelo de Paula
1459,Lil Harry
1460,Alirio
1461,Sarah Renata
1462,Disco Alto
1463,Emcantar
1464,Rascal Experience
1465,A banda dos corações partidos
1466,Cataia
1467,Luiz Gadelha
1468,Marcos Lamy
1469,Os Brasas
1470,Kanduras
1471,Global
1472,UNIAO DA ILHA DO GOVERNADOR
1473,Sarah Roston
1474,Bruninha
1475,yanescudo
1476,Zé Barbeiro
1477,JOVELINA
1478,G.R.E.S. Acadêmicos Do Grande Rio
1479,Zabé da Loca
1480,Gilberto Monteiro
1481,"João Gilberto, Antônio Carlos Jobim & Stan Getz"
1482,Luiz Gonzaga & Fagner
1483,Lonovve
1484,Central de Adoradores
1485,Cris Braun
1486,Loyce E Os Gnomes
1487,João Sobral
1488,a banca
1489,Banda Warilou
1490,BDK
1491,Neto Trindade
1492,Julinho Marassi e Gutemberg
1493,freqncy
1494,Ministério Sarando a Terra Ferida de Nova Iguaçu
1495,Joah
1496,Pinto do Acordeon
1497,Mc Gil do Andaraí
1498,Vanessa Krongold
1499,João
1500,LYUS
1501,Zabomba
1502,Monema
1503,Os Caçulas
1504,Caroline Alves
1505,CLARA ANASTÁCIA
1506,Radiophonics
1507,Chill Brazil
1508,Peri
1509,Filmes
1510,Pedro Altério e Bruno Piazza
1511,Bahsi
1512,Ira! e Pitty
1513,Carox
1514,Baobä Stereo Club
1515,André Ramiro
1516,Lennie Dale
1517,Fernando Temporao
1518,Luciana Andrade
1519,Tamborellos
1520,m4nifesto
1521,Alirio Netto
1522,Moda de Rock - Ricardo Vignini & Zé Helder
1523,CARINAE
1524,Os Skywalkers
1525,Execradores
1526,Slim Rimografia & Thiago beats
1527,Gisele Abramoff
1528,Remadores do Último Porão
1529,Oto Gris
1530,ARD
1531,Mingo Silva
1532,Alfredo Del Penho
1533,Hilton Raw
1534,La Nueva Banda De Santisteban
1535,Porto Seguro
1536,Cairo Braga
1537,Cabezas Flutuantes
1538,Eutanásia
1539,Gato Zarolho
1540,Som 3
1541,Nathália
1542,Arleno Farias
1543,Menucci
1544,Vicente Barreto
1545,Purple Chameleon
1546,Juliana Cortes
1547,Jamrock
1548,Augusto César
1549,Mc Fb
1550,Morpheus' Dreams
1551,Alexandre Kumpinski
1552,Cobalt Blue
1553,Lenzi Brothers
1554,Marcelo Wall
1555,Zé Vicente
1556,Amilton Godoy
1557,Celio Balona
1558,Levada Louca
1559,Aletta Vilkier
1560,Ana Rita Simonka
1561,Decada Explosiva
1562,Secos & Molhados
1563,Mario Castro-Neves & Samba S.A.
1564,Jorge Ben & Trio Mocotó
1565,Toquinho & Paulinho da Viola
1566,Trio Soneca
1567,Inplastika
1568,O Povo Canta
1569,Grupo Balaco Baco
1570,DJ Melque do Marco
1571,Tonho Matéria
1572,DJ RD de Vila Velha
1573,Quinta
1574,Ellens
1575,yanzinho
1576,Yannick Hara
1577,Astronauta Pinguim
1578,Glover.
1579,"ANAVITÓRIA, Vitor Kley"
1580,Alto Nível Do Brasil
1581,Bunny The Human
1582,Leonardo & Eduardo Costa
1583,DJ Henrique Luiz
1584,Ornitorrincos
1585,Cecília Militão
1586,Tabatha Aquino
1587,Los Hermanos + Paralamas
1588,Isabella Superstar
1589,Claudio Tuma
1590,Sya
1591,Comunidade S8
1592,Inglês
1593,David Ballot
1594,Luis Capucho
1595,Jennifer Lo-Fi
1596,Zé Ramalho & Robertinho de Recife
1597,Drops 96
1598,Ed Wilson
1599,Marlos Nobre
1600,Jammil & Uma Noites
1601,Cavalo Vapor
1602,Mari Borges
1603,Brvxo Adolescente
1604,NITRO DI
1605,Hugo dos Santos
1606,conjunto 3d
1607,Nilo Amaro E Seus Cantores De Ébano
1608,Paula Marchesini
1609,Canja Rave
1610,Off The King
1611,Cláudio Jorge
1612,Nego Alvaro
1613,A BronKKa
1614,Licon
1615,Gang 90 e as Absurdetes
1616,Grupo arrocha
1617,Trucker
1618,Motor City Madness
1619,Bruna Moraes
1620,Egberto Gismonti & Naná Vasconcelos
1621,Mariana Kupfer
1622,STASE
1623,Animal Planet
1624,Grupo Refla
1625,Hélio Delmiro
1626,Benedikt Schiefer
1627,The Brazilian Bitles
1628,LIL ESK
1629,Trash No Star
1630,Filelife
1631,Joao Gilberto & Caetano Veloso
1632,"Arlindo Cruz, Beth Carvalho"
1633,Celso Murilo
1634,Marcelo Aguiar
1635,Banda Folia Brasileira
1636,yo soy toño
1637,Henrick Fuentes
1638,Nei Zigma
1639,Dj LS
1640,Maria Bethânia & Gal Costa
1641,MP4
1642,Ayom
1643,Pedrinho da Flor
1644,Lody Souz
1645,Rodger Rogério
1646,Magnetico
1647,Pulse 011
1648,Blecaute
1649,Ricardo Vignini & Zé Helder
1650,Silvio Anastacio
1651,Peartree
1652,Cazuza e Lenine
1653,Djalma Dias
1654,Netunos
1655,Back to the future soundtrack
1656,Maria Bethânia e Caetano Veloso
1657,Lenita Bruno
1658,Black Sonora
1659,Dj Amazing Clay
1660,Luiz Henrique & Walter Wanderley
1661,Beijo AA Força
1662,Ricardo Braga
1663,Rennato Cinelli
1664,Banda Pérola Negra
1665,Bidu Sayão
1666,Homem Palito
1667,Grupo Bem
1668,G.R.E.S. Unidos De Vila Isabel
1669,Maria Preá
1670,Maddiba
1671,Quarteto Nova Era
1672,Nóis 4
1673,Caio Bosco
1674,Gal E Caetano Veloso
1675,costanera
1676,Sindicato dos Artistas Carentes
1677,Chico Pessoa
1678,Gabriel Rodrigues
1679,André Viana
1680,Cachorro Grande e Nando Reis
1681,Melodía
1682,Silvia Tape
1683,Djalma Pires
1684,Altacollina
1685,Paula Tesser
1686,Continental Combo
1687,Noites Do Norte
1688,Consuelo
1689,Eudóxia de Barros
1690,Juraildes da Cruz
1691,André Martins
1692,Zeca Viana
1693,Tropa do Corinthians
1694,Mac Rybell
1695,Säfira
1696,Maracatu New York
1697,Zé Renato e Renato Braz
1698,renato mendes
1699,Bekah Costa
1700,Fresno e Chitãozinho & Xororó
1701,Ely Camargo
1702,Nelson da Rabeca
1703,Sarksmo & Choco
1704,Elizangela
1705,"Ceumar,"
1706,Bombo Larai
1707,Marcia Lopes
1708,Blade & Masquenada Family
1709,Matanza Ritual
1710,Dom Salvador Trio
1711,INCÊNDIO
1712,Radiola Santa Rosa
1713,The Boys From Brazil
1714,Akira S
1715,=reverse=
1716,Mestre Curica
1717,Craveiro & Cravinho
1718,Subviventes
1719,Daniel Carlomagno
1720,Mc Neguinho do Morro
1721,BUFALO
1722,Li Martins
1723,Light Reflections
1724,Ronca
1725,Celso Sim & Arthur Nestrovski
1726,Tradicional Rhinos
1727,Itamar Assumpção e Banda Isca de Polícia
1728,Neitan
1729,BondeSom
1730,Alderia
1731,Fabiana Passoni
1732,KIT ILUSÃO
1733,Rolando Boldrin & Renato Teixeira
1734,Ávila
1735,Ana Bernardo
1736,Vulgo Qinho & Os Caras
1737,Zé da Velha e Silvério Pontes
1738,Onça Combo
1739,Eduardo Gudin & Notícias Dum Brasil
1740,GUSTAVOEGATOTV
1741,Yamandú Costa e Dominguinhos
1742,"Reginaldo Frazatto, Jr."
1743,The Sinks
1744,ZeroCinco
1745,Small Shift
1746,Grupo Capote
1747,Rosa Camaleão
1748,OS Cincos-Pados
1749,Flavinho E A Carreta
1750,Josan
1751,Superquadra
1752,Ana Canãs
1753,Made of Bricks
1754,Mc Drynzinho
1755,MC Bruno Prado
1756,Rafael Greyck
1757,Dj Leo na Produção
1758,Vanja Orico
1759,arequipa
1760,Bojo
1761,Inkaktus Prole
1762,Álibi
1763,Euterpe
1764,Theo de Barros
1765,Pedro Luís & A Parede
1766,DZ Mc's
1767,Ten Minute Cloud
1768,Serjão Loroza
1769,Banda UÓ
1770,Marquinho
1771,Flor de Cactus
1772,Silveira E Silveirinha
1773,Maria Eugênia
1774,Teti
1775,Sheena Ye
1776,Banda Halley
1777,Trio Caiowás
1778,Troia
1779,Dramaphones
1780,Marcelinho Moreira
1781,MC L Da Vinte E MC Gury
1782,Mc Jack Brabo
1783,Tania Alves
1784,O Padre dos Balões
1785,Línox
1786,Dora Lopes
1787,Pikineia
1788,"João Gilberto, Maria Bethânia, Caetano Veloso & Gilberto Gil"
1789,Erasmo Carlos E Marisa Monte
1790,Cizinha
1791,Cinnamon Tapes
1792,Kick Bucket
1793,Enfuga
1794,Gui Tavares
1795,Moda de Rock
1796,Luiza Maria
1797,Mariana Davies
1798,Fabio Lima
1799,Marco Antonio Guimarães
1800,Plano Próximo
1801,Brazilian Trio
1802,A Curva da Cintura
1803,Zé Luiz Mazziotti
1804,Oscar Lorenzo Fernández
1805,Sertanília
1806,William Shakespeare's HAMLET
1807,Alvaro & Daniel
1808,Marrero
1809,Mister Lúdico
1810,Coletânea Batidão Sertanejo CD1
1811,Canções de Vida
1812,Ferreira
1813,Telesônica
1814,Banda Floresta Nativa
1815,Rodrigo Faro
1816,Boris Boef
1817,CARNIÇA GORE
1818,Alan & Alex
1819,2A2
1820,La Raza
1821,Fliperama
1822,Fernê
1823,Bossa 3
1824,Colorphonic
1825,Synval Silva
1826,Banda Nova Malandragem
1827,Kandies
1828,Julia Manikk
1829,Telepathique
1830,DJ Rodriguez feat. Bruna Loppez
1831,"Nelson, Candeia, Guilherme e Elton"
1832,Ate One
1833,Milla Sampaio
1834,Lissah Martins
1835,Trama e Os Pagodeiros do Largo do Estácio
1836,Elza Soares & Miltinho
1837,Caffeine Club
1838,Evandro E Seu Regional
1839,Késia Estácio
1840,Norma Bengell
1841,Mongo
1842,Anilza Leoni
1843,Assini
1844,necrohunter
1845,Rafael Ribeiro
1846,Lívia Mattos
1847,Fabulosa Banda do Curinga
1848,Leny Eversong
1849,Zilo & Zalo
1850,Ryan Green and Scott Anderson
1851,DI MELO (1975 - Di Melo)
1852,Brasilwave
1853,Galo Darve
1854,Pedindo Bis
1855,Diego Tavares
1856,Renato Milagres
1857,Forró da Gota
1858,Abluesados
1859,Grupo Kanoa
1860,Nazireu
1861,Os Abelhudos
1862,Lula Côrtes & Lailson
1863,Os Ritmistas Brasileiros
1864,Hallux & Nuno Fernandez feat. Marcus
1865,Dunas
1866,Banda Nã
1867,Os~
1868,Frejat e Zélia Duncan
1869,Mauro Motoki
1870,SHD
1871,Cesar Lacerda
1872,Luccas Maia
1873,Movelikethat
1874,MC da 12
1875,Bicicletas de Atalaia
1876,Alan & Aladim
1877,m4 music
1878,Indi Jade
1879,Lúcio Yanel e Yamandú Costa
1880,Renan Benini
1881,Aquarius Y Luiz Antonio
1882,Vertente
1883,Gilberto Gil/Jorge Ben
1884,Ricardo Herz Trio
1885,Rarirama
1886,Adair de Freitas
1887,MC Bruno IP
1888,Zuk
1889,Cyro Aguiar
1890,Mano Reco
1891,Kongo
1892,slinky johnny
1893,Luz Da Ásia
1894,Golden Days
1895,Diego e o Sindicato
1896,Miguel Ramos
1897,Paulo Coração
1898,Elomar / Arthur M. Lima / Paulo Moura / Heraldo do Monte
1899,Andre Moraes
1900,Cronistas
1901,Harmony Cats
1902,Ministério Life
1903,Vivendo do Ócio & João Bento
1904,Delcio Carvalho
1905,Tirei Zero
1906,Veuliah
1907,Joyce With Dori Caymmi
1908,Viola De Doze
1909,As Travesty
1910,Ordep Serra
1911,Mateus Sartori
1912,Plano dos Alces
1913,João Victor
1914,Evandro Camperom
1915,Eugenio Jorge
1916,Bruno & Trio
1917,Domingos
1918,Maucha Adnet
1919,George Belasco & O Cão Andaluz
1920,Elephant King
1921,Jadsa Castro
1922,Onix8
1923,Signo XIII
1924,O Karaiva
1925,No Trauma
1926,Dinho Nascimento
1927,LeoAna
1928,Filhos da Judith
1929,A Espetacular Charanga do França
1930,Steven Cruz
1931,Odair Assad
1932,Semente de Vulcão
1933,Wilson De Neves
1934,Ramires
1935,Goemon
1936,agda
1937,Cine Flórida
1938,Banda Açaí Pimenta
1939,Osnir Alves
1940,Pornografairy
1941,Urso Polar
1942,Hélio dos Passos
1943,Aratanha Azul
1944,Sérgio Assad
1945,Camisa Suada
1946,Os Devaneios
1947,Menor Nico
1948,Thalia Abdon
1949,Ana de Oliveira
1950,Doctor Mars
1951,Pit Passarell
1952,Tuany
1953,Carpete Florido
1954,Gilberto Gil e Roberta Sá
1955,Dimitri Pellz
1956,Radames Gnattali
1957,Coral Unifesp
1958,Yuri e os Terráqueos
1959,Hermeto Pascoal & Aline Morena
1960,Demodèe
1961,Ávora di Carlla
1962,Vum-Vum
1963,Yoshinari Nakamatsu
1964,Saara Saara
1965,Viella
1966,Guinu
1967,Mawu
1968,Guzzi
1969,Teto Raso
1970,Milena Monteiro
1971,Luizinho e seus dinamites
1972,Skank e Nação Zumbi
1973,Jesse Pessoa
1974,Markus Thomas
1975,Lado 2 Estéreo
1976,Caburé
1977,MC Grego
1978,Dj Leo da 17
1979,G.R.E.S. São Clemente
1980,José Mendes
1981,Giovana
1982,Azambuja & Cia
1983,Modulares
1984,Malta D'areia
1985,Quando Toca o Sino
1986,Redenção
1987,Magna Umbra
1988,Anaadi
1989,Capitão Parafina e Os Haoles
1990,Bianca Gismonti
1991,Manfredo Fest Trio
1992,Gereba
1993,PAULINHA ABELHA
1994,Kimikumana
1995,Banda Mohandas
1996,Daniel Taubkin
1997,Sabine Holler
1998,Maria Bethãnia
1999,Big Pacha
2000,Pe. Juarez de CAstro
2001,Echo Soundsystem
2002,didi subiu no cristo
2003,Shikata
2004,Quem
2005,Os Federais
2006,Banda Quero Mais
2007,I.O.N
2008,Letícia Sabatella
2009,lemos & debétio
2010,Quintessente
2011,Criolo Doido - Não Existe Amor em São Paulo
2012,OS Cretinos e MC WM
2013,Gardenais
2014,Dory de Oliveira
2015,Terral
2016,Natasha Llerena
2017,Nissim Ourfali
2018,Jaime Alem & Nair Candia
2019,Zil
2020,R.H.D.
2021,S-tone Inc introduces Toco
2022,Geraldo Trio
2023,Orquestra Som Livre
2024,Flying Buff
2025,Gal Costa & Tim Maia
2026,Adryana & A Rapaziada
2027,The Clevers
2028,DJ LK feat. Denise Fontoura
2029,Os Guapos
2030,Bellini & Mendonca Do Rio
2031,Piry
2032,Radiomudo
2033,ataque fantasma
2034,Marina Gasolina + Secousse
2035,barcamundi
2036,Steve MacLean
2037,Peter Schreier And Walter Olbertz
2038,Orquestra St Moritz
2039,Silvestre Kuhlmann
2040,piêit
2041,Rosana Toledo
2042,Ludmillah Anjos
2043,Professor Antena
2044,Falcatrue
2045,Clube da Miragem
2046,Milton Nascimento & Lô Borges
2047,Japanese Bondage
2048,Sleepwalker Sun
2049,George Sauma Jr.
2050,Duo Gisbranco
2051,popai
2052,Tramp Stamp Moose
2053,Zava
2054,Ivor Lancellotti
2055,Devils Paradise
2056,Mula Manca & A Triste Figura
2057,Grupo Kleiderman
2058,Lucia Turnbull
2059,mario maria
2060,Freezing
2061,Cômodo Marfim
2062,Ivan Timbó
2063,777pollo
2064,Fernando Martins
2065,História
2066,Moacyr Silva e Seu Conjunto
2067,Gui Monteiro
2068,Carmélia Alves
2069,B. Negão e Os Seletores De Frequência
2070,Piruvato
2071,Ronaldo
2072,Forró Massapê
2073,Bid Feat. Elza Soares
2074,MCs Jhowzinho & Kadinho
2075,Banda De 7 Leguas
2076,A Célula
2077,Siena
2078,Mônica Vasconcelos & Nóis
2079,MC Tilbita
2080,Brave As Titan
2081,G.R.E.S UNIDOS DO PORTO DA PEDRA
2082,Coletânea Batidão Sertanejo CD3
2083,eau bouili et poison
2084,Conexão Japeri
2085,Banda Vingadora
2086,João Lopes
2087,UDR 666
2088,Rafiki Jazz
2089,Léo Canhoto e Robertinho
2090,Dragões de Komodo
2091,ViA33
2092,Sabackthanny
2093,Brody Jenner
2094,Blubell & Black Tie
2095,DJ Danilo Silva
2096,Suzana Salles
2097,Jaime Valle
2098,Unholy Massacre
2099,Curambeiros de Ogum
2100,Caetano & Gal & Gil
2101,Edimilson Batista
2102,The Milk Fellas
2103,Charlie Byrd & Woody Herman
2104,Vandaluz
2105,Oito7Nove4
2106,Wandi Doratiotto
2107,DESAMPA
2108,Djavú
2109,Brollies & Apples
2110,Brilhantines
2111,Julinho Marassi & Gutemberg
2112,Moreno + 2
2113,Medo05
2114,BREGA FUNK
2115,Sexo Explícito
2116,Lienne
2117,Gilberto Gil & Jorge Ben Jor
2118,Ego Absence
2119,Carol Porto
2120,rapha sousas
2121,Rafael Alterio
2122,Barra da Saia
2123,Forró 100 Preconceito
2124,Babies & Kids
2125,Kim Lírio
2126,Granadeiro Guimarães
2127,Cйu
2128,Thespian
2129,Weedevil
2130,Jota Erre
2131,Felipe Machado
2132,Suely e Os Kantikus
2133,Pr. Antônio Cirilo
2134,Unbelievable Things
2135,Personna
2136,Leo Minax
2137,Orecch
2138,Wilson Miranda
2139,Mosaico de Ravena
2140,Comando Vermelho
2141,Homem Cueca
2142,Mc Rael
2143,Jurandy
2144,David Do Pandeiro
2145,Chalo Eduardo
2146,Inseut
2147,Zé da Vea
2148,Sistema Criolina
2149,vhulto
2150,Enderhax
2151,Dj BN
2152,Nadedja
2153,Skowa & Mafia
2154,Andre Frateschi
2155,Swami Jr.
2156,Tupiniquin
2157,Os Carioquinhas
2158,Besouros Verdez
2159,Alexandre Levy
2160,Life4
2161,Cadão Volpato
2162,Piazitos Muertos
2163,Gilberto Mendes
2164,Digestivo
2165,Coletânea Batidão Sertanejo CD4
2166,Assis Valente
2167,Zé Ramalho e Lula Cortes
2168,CasA FlutuantE
2169,Anna Torres
2170,Balanco Trio
2171,Zé Ramalho & Elba Ramalho
2172,Guilherme E Benuto
2173,Dominguinhos e Elba Ramalho
2174,Lady Lu
2175,Os Carbonos
2176,Senador Medinha + Seridée Mondevac
2177,Andrea Martins e o Imperio dos Sonhos
2178,Letícia Garcia
2179,Banda Estrambelhados
2180,Nx Zero e CPM22
2181,Stephen Ulrich
2182,Nono Lellis
2183,Companhia Itinerante
2184,Kubata
2185,Gabriel Guimarães
2186,Alex Malheiros & Banda Utopia Feat. Sabrina Malheiros
2187,As Irmãs da Providência
2188,Banda Modello
2189,Gustavo Goulart
2190,Projeto Indireto feat. Pitty
2191,Trio Bastião
2192,Bárbara Jardim
2193,Exército de Bebês
2194,Trio Nagô
2195,Paulinho da Viola e Elton Medeiros
2196,Túlio Mourão
2197,Cravo e Canela
2198,Os Indivíduos
2199,De Savoya Combo
2200,Ronie E O Central Do Brasil
2201,SkanK e NandO ReiS
2202,Cris Nicolotti
2203,Dequinha e Zaba
2204,O Salto
2205,Orquestra Afro Brasileira
2206,Haroldo Lobo
2207,Folk Og Rovere
2208,Zé Vito
2209,Danny Bond x Doja Cat
2210,Ternura
2211,XTR
2212,Instinto!
2213,Patrício Teixeira
2214,Wanderley Monteiro
2215,"Sergio Mendes, will.i.am & Siedah Garrett"
2216,Pedro Moraes
2217,Zeca Do Trombone & Roberto Sax
2218,Mr. Pi
2219,Claudio Jorge
2220,Adriah
2221,Bonde do Come Quieto
2222,Fernando Pacheco
2223,Tony Campello
2224,Dani Morais
2225,DJ Masa feat. Carminha & Nina
2226,Célia Vaz
2227,Patrícia Ahmaral
2228,José Maurício Machline
2229,Nasi e os Irmãos do Blues
2230,Patrick Müller
2231,Gabriela Almeida
2232,João Macacão
2233,Ana Carolina e Celso Fonseca
2234,Pedro Emílio
2235,Marrom
2236,sweet cherry fury
2237,Leo Canhoto e Robertinho
2238,Bette Davis Eyes
2239,Vultra
2240,Lucas Poletto
2241,Cheyenne Love
2242,Coletânea Batidão Sertanejo CD2
2243,Sulino & Marrueiro
2244,Amanda Neves
2245,PLim
2246,Nuno Roland
2247,Lírios do Vale
2248,Allex e Wander
2249,Levas
2250,Treslados
2251,Da Cor Do Pecado
2252,Sandra Peres
2253,Gladston Galliza
2254,Mostarda Na Lagarta
2255,Buried In Silence
2256,Fabiano Medeiros
2257,Eletrola
2258,Fiuk & Jorge Ben Jor
2259,Marcelo Pretto
2260,Reflection Soul
2261,Virginia Mayhew
2262,Jah Hell Kick
2263,Skull and Bones
2264,Roberto Livi
2265,Forró Zabumbada
2266,Jewish Mandiolo
2267,wg
2268,Forró na Contramão
2269,Apto Vulgar
2270,Tao do Trio
2271,Primal Therapy
2272,Z-Maguinho do Piauí
2273,Gastão Formenti
2274,Luisito
2275,Andre Nieri
2276,Fat Marley
2277,Anis estrelado
2278,Os Feras do Baile
2279,Cout
2280,"Santana, O Cantador"
2281,Rafa Barreto
2282,menage a trois
2283,Expedito Baracho
2284,Viktor Mora
2285,Diogo Nogueira & Hamilton de Holanda
2286,G.R.E.S Acadêmicos da Rocinha
2287,The Vain
2288,Kayamaré
2289,Arnoldo Medeiros
2290,Funziona Senza Vapore
2291,MC Jack
2292,"Marisa Monte, Arnaldo Antunes & Carlinhos Brown"
2293,Private Dancers
2294,Mel & Kaleb
2295,Carlinhos
2296,À Francesa
2297,The Anorexic Juliet
2298,Panch
2299,Blues the Ville
2300,Egberto Gismonti Trio
2301,Mc Jessica
2302,Ronaldo Resedá
2303,Eli Goulart & Banda Do Mato
2304,Ricardo Júnior
2305,A Voz Do Morro
2306,Skank e Negra Li
2307,Regional Vermelho E Branco
2308,Sujeito A Guincho
2309,Nathalie Alvim
2310,SatieRF
2311,Trilhas e Raízes
2312,Ira e Pity
2313,Forró Estourado
2314,dynavision666
2315,Turma da Gafieira
2316,Lucas dos Anjos
2317,Afro-X
2318,Bom Bom
2319,andré buarque
2320,MC DIOGUINHO DA JF
2321,J & V
2322,João Pinheiro
2323,Rodrigo Alves
2324,Évé
2325,Aurélio e Seus Cometas
2326,Odete Amaral
2327,Nonato Buzar
2328,Ivy Lab & Two Fingers
2329,Ananda Jacques
2330,Mr. Freeze
2331,Luiz Brasil
2332,Trintta
2333,Os Pistoleiros
2334,Ice Buda
2335,Aquëles!
2336,Mc Zoi de Gato
2337,Os Gutembergs
2338,Cláudio Lacerda
2339,Luis Eca
2340,New Kids on the Bloco
2341,Drákula
2342,Atomic Nachos
2343,Bambas & Biritas Vol. I
2344,LAPSO DE INSANIDADE
2345,Miguel Ángel
2346,Grupo Luz Ametista
2347,Maggo MC
2348,Trio Mafuá
2349,Décio Gioielli
2350,Siegrid Ingrid
2351,Modernas Ferramentas Científicas de Exploração
2352,Ivo Perelman & Matthew Shipp
2353,Zé Pereira
2354,Paulo Henrique
2355,Alabê Ketujazz
2356,Esquiva
2357,Thunder Force
2358,chalkwife
2359,Juaquim
2360,Intervenção
2361,Biana
2362,Luiz Americano
2363,Sislop Rock
2364,Tuíra
2365,Warsickness
2366,joão mansur
2367,Chico Buarque & Zizi Possi
2368,Tempo Trio
2369,Marau
